salary,season,career_AST,career_FG%,career_FG3%,career_FT%,career_G,career_PER,career_PTS,career_TRB,career_WS,career_eFG%,NAME,last3_avg_salary,GP,GS_x,MIN,FGM,FGA_x,FG%_x,3PM,3PA_x,3P%_x,FTM,FTA_x,FT%_x,OFF,DEF,TRB_x,AST_x,STL_x,BLK_x,PF_x,TOV_x,PTS_x,YR,POS,W,H,Rk,Age,Team,Pos,G,GS_y,MP,FG,FGA_y,FG%_y,3P,3PA_y,3P%_y,2P,2PA,2P%,eFG%,FT,FTA_y,FT%_y,ORB,DRB,TRB_y,AST_y,STL_y,BLK_y,TOV_y,PF_y,PTS_y,Trp-Dbl,Awards,Player-additional
5546160,2010-11,5.6,45.3,30.4,82.4,546,18.1,18.8,3.5,37.2,47.7,Derrick Rose,5184480.0,366,365,35.4,7.67,17.13,0.448,0.87,2.92,0.299,3.7,4.56,0.811,0.88,2.81,3.7,6.39,0.82,0.4,1.44,2.95,19.92,7,Point Guard,86,191,348,35,MEM,PG,24,7,399,76,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191,0,0,rosede01
6993708,2011-12,5.6,45.3,30.4,82.4,546,18.1,18.8,3.5,37.2,47.7,Derrick Rose,5908116.0,366,365,35.4,7.67,17.13,0.448,0.87,2.92,0.299,3.7,4.56,0.811,0.88,2.81,3.7,6.39,0.82,0.4,1.44,2.95,19.92,7,Point Guard,86,191,348,35,MEM,PG,24,7,399,76,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191,0,0,rosede01
16402500,2012-13,5.6,45.3,30.4,82.4,546,18.1,18.8,3.5,37.2,47.7,Derrick Rose,9647456.0,366,365,35.4,7.67,17.13,0.448,0.87,2.92,0.299,3.7,4.56,0.811,0.88,2.81,3.7,6.39,0.82,0.4,1.44,2.95,19.92,7,Point Guard,86,191,348,35,MEM,PG,24,7,399,76,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191,0,0,rosede01
17632688,2013-14,5.6,45.3,30.4,82.4,546,18.1,18.8,3.5,37.2,47.7,Derrick Rose,13676298.666666666,366,365,35.4,7.67,17.13,0.448,0.87,2.92,0.299,3.7,4.56,0.811,0.88,2.81,3.7,6.39,0.82,0.4,1.44,2.95,19.92,7,Point Guard,86,191,348,35,MEM,PG,24,7,399,76,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191,0,0,rosede01
18862875,2014-15,5.6,45.3,30.4,82.4,546,18.1,18.8,3.5,37.2,47.7,Derrick Rose,17632687.666666668,366,365,35.4,7.67,17.13,0.448,0.87,2.92,0.299,3.7,4.56,0.811,0.88,2.81,3.7,6.39,0.82,0.4,1.44,2.95,19.92,7,Point Guard,86,191,348,35,MEM,PG,24,7,399,76,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191,0,0,rosede01
20093063,2015-16,5.6,45.3,30.4,82.4,546,18.1,18.8,3.5,37.2,47.7,Derrick Rose,18862875.33333333,366,365,35.4,7.67,17.13,0.448,0.87,2.92,0.299,3.7,4.56,0.811,0.88,2.81,3.7,6.39,0.82,0.4,1.44,2.95,19.92,7,Point Guard,86,191,348,35,MEM,PG,24,7,399,76,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191,0,0,rosede01
21323250,2016-17,5.6,45.3,30.4,82.4,546,18.1,18.8,3.5,37.2,47.7,Derrick Rose,20093062.666666668,366,365,35.4,7.67,17.13,0.448,0.87,2.92,0.299,3.7,4.56,0.811,0.88,2.81,3.7,6.39,0.82,0.4,1.44,2.95,19.92,7,Point Guard,86,191,348,35,MEM,PG,24,7,399,76,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191,0,0,rosede01
1356709,2017-18,5.6,45.3,30.4,82.4,546,18.1,18.8,3.5,37.2,47.7,Derrick Rose,14257674.0,366,365,35.4,7.67,17.13,0.448,0.87,2.92,0.299,3.7,4.56,0.811,0.88,2.81,3.7,6.39,0.82,0.4,1.44,2.95,19.92,7,Point Guard,86,191,348,35,MEM,PG,24,7,399,76,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191,0,0,rosede01
749761,2017-18,5.6,45.3,30.4,82.4,546,18.1,18.8,3.5,37.2,47.7,Derrick Rose,7809906.666666667,366,365,35.4,7.67,17.13,0.448,0.87,2.92,0.299,3.7,4.56,0.811,0.88,2.81,3.7,6.39,0.82,0.4,1.44,2.95,19.92,7,Point Guard,86,191,348,35,MEM,PG,24,7,399,76,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191,0,0,rosede01
290951,2017-18,5.6,45.3,30.4,82.4,546,18.1,18.8,3.5,37.2,47.7,Derrick Rose,799140.3333333334,366,365,35.4,7.67,17.13,0.448,0.87,2.92,0.299,3.7,4.56,0.811,0.88,2.81,3.7,6.39,0.82,0.4,1.44,2.95,19.92,7,Point Guard,86,191,348,35,MEM,PG,24,7,399,76,165,0.461,15,41,0.366,61,124,0.492,0.506,24,27,0.889,7,38,45,78,8,2,31,21,191,0,0,rosede01
2798040,2012-13,1.5,44.6,37.4,79.5,540,13.3,13.6,4.9,29.7,50.0,Harrison Barnes,2798040.0,258,204,27.5,3.67,8.26,0.444,0.88,2.34,0.374,1.63,2.2,0.741,1.0,3.59,4.58,1.41,0.75,0.22,1.84,1.06,9.85,3,Small Forward,95,203,96,31,SAC,PF,82,82,2381,347,732,0.474,149,385,0.387,198,347,0.571,0.576,157,196,0.801,67,182,249,99,54,12,58,98,1000,0,0,barneha02
2923920,2013-14,1.5,44.6,37.4,79.5,540,13.3,13.6,4.9,29.7,50.0,Harrison Barnes,2860980.0,258,204,27.5,3.67,8.26,0.444,0.88,2.34,0.374,1.63,2.2,0.741,1.0,3.59,4.58,1.41,0.75,0.22,1.84,1.06,9.85,3,Small Forward,95,203,96,31,SAC,PF,82,82,2381,347,732,0.474,149,385,0.387,198,347,0.571,0.576,157,196,0.801,67,182,249,99,54,12,58,98,1000,0,0,barneha02
3049920,2014-15,1.5,44.6,37.4,79.5,540,13.3,13.6,4.9,29.7,50.0,Harrison Barnes,2923960.0,258,204,27.5,3.67,8.26,0.444,0.88,2.34,0.374,1.63,2.2,0.741,1.0,3.59,4.58,1.41,0.75,0.22,1.84,1.06,9.85,3,Small Forward,95,203,96,31,SAC,PF,82,82,2381,347,732,0.474,149,385,0.387,198,347,0.571,0.576,157,196,0.801,67,182,249,99,54,12,58,98,1000,0,0,barneha02
3873398,2015-16,1.5,44.6,37.4,79.5,540,13.3,13.6,4.9,29.7,50.0,Harrison Barnes,3282412.6666666665,258,204,27.5,3.67,8.26,0.444,0.88,2.34,0.374,1.63,2.2,0.741,1.0,3.59,4.58,1.41,0.75,0.22,1.84,1.06,9.85,3,Small Forward,95,203,96,31,SAC,PF,82,82,2381,347,732,0.474,149,385,0.387,198,347,0.571,0.576,157,196,0.801,67,182,249,99,54,12,58,98,1000,0,0,barneha02
22116750,2016-17,1.5,44.6,37.4,79.5,540,13.3,13.6,4.9,29.7,50.0,Harrison Barnes,9680022.666666666,258,204,27.5,3.67,8.26,0.444,0.88,2.34,0.374,1.63,2.2,0.741,1.0,3.59,4.58,1.41,0.75,0.22,1.84,1.06,9.85,3,Small Forward,95,203,96,31,SAC,PF,82,82,2381,347,732,0.474,149,385,0.387,198,347,0.571,0.576,157,196,0.801,67,182,249,99,54,12,58,98,1000,0,0,barneha02
23112004,2017-18,1.5,44.6,37.4,79.5,540,13.3,13.6,4.9,29.7,50.0,Harrison Barnes,16367384.0,258,204,27.5,3.67,8.26,0.444,0.88,2.34,0.374,1.63,2.2,0.741,1.0,3.59,4.58,1.41,0.75,0.22,1.84,1.06,9.85,3,Small Forward,95,203,96,31,SAC,PF,82,82,2381,347,732,0.474,149,385,0.387,198,347,0.571,0.576,157,196,0.801,67,182,249,99,54,12,58,98,1000,0,0,barneha02
1392240,2008-09,0.4,57.0,7.4,58.8,633,19.5,8.0,5.1,31.9,57.0,JaVale McGee,1392240.0,393,158,19.6,3.48,6.44,0.541,0.0,0.01,0.2,1.35,2.31,0.584,2.02,3.45,5.47,0.35,0.4,1.76,2.34,1.09,8.32,7,Center,122,213,352,36,SAC,C,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,0,0,mcgeeja01
1496640,2009-10,0.4,57.0,7.4,58.8,633,19.5,8.0,5.1,31.9,57.0,JaVale McGee,1444440.0,393,158,19.6,3.48,6.44,0.541,0.0,0.01,0.2,1.35,2.31,0.584,2.02,3.45,5.47,0.35,0.4,1.76,2.34,1.09,8.32,7,Center,122,213,352,36,SAC,C,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,0,0,mcgeeja01
1601040,2010-11,0.4,57.0,7.4,58.8,633,19.5,8.0,5.1,31.9,57.0,JaVale McGee,1496640.0,393,158,19.6,3.48,6.44,0.541,0.0,0.01,0.2,1.35,2.31,0.584,2.02,3.45,5.47,0.35,0.4,1.76,2.34,1.09,8.32,7,Center,122,213,352,36,SAC,C,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,0,0,mcgeeja01
2462400,2011-12,0.4,57.0,7.4,58.8,633,19.5,8.0,5.1,31.9,57.0,JaVale McGee,1853360.0,393,158,19.6,3.48,6.44,0.541,0.0,0.01,0.2,1.35,2.31,0.584,2.02,3.45,5.47,0.35,0.4,1.76,2.34,1.09,8.32,7,Center,122,213,352,36,SAC,C,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,0,0,mcgeeja01
10000000,2012-13,0.4,57.0,7.4,58.8,633,19.5,8.0,5.1,31.9,57.0,JaVale McGee,4687813.333333333,393,158,19.6,3.48,6.44,0.541,0.0,0.01,0.2,1.35,2.31,0.584,2.02,3.45,5.47,0.35,0.4,1.76,2.34,1.09,8.32,7,Center,122,213,352,36,SAC,C,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,0,0,mcgeeja01
10750000,2013-14,0.4,57.0,7.4,58.8,633,19.5,8.0,5.1,31.9,57.0,JaVale McGee,7737466.666666667,393,158,19.6,3.48,6.44,0.541,0.0,0.01,0.2,1.35,2.31,0.584,2.02,3.45,5.47,0.35,0.4,1.76,2.34,1.09,8.32,7,Center,122,213,352,36,SAC,C,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,0,0,mcgeeja01
11250000,2014-15,0.4,57.0,7.4,58.8,633,19.5,8.0,5.1,31.9,57.0,JaVale McGee,10666666.666666666,393,158,19.6,3.48,6.44,0.541,0.0,0.01,0.2,1.35,2.31,0.584,2.02,3.45,5.47,0.35,0.4,1.76,2.34,1.09,8.32,7,Center,122,213,352,36,SAC,C,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,0,0,mcgeeja01
12000000,2015-16,0.4,57.0,7.4,58.8,633,19.5,8.0,5.1,31.9,57.0,JaVale McGee,11333333.333333334,393,158,19.6,3.48,6.44,0.541,0.0,0.01,0.2,1.35,2.31,0.584,2.02,3.45,5.47,0.35,0.4,1.76,2.34,1.09,8.32,7,Center,122,213,352,36,SAC,C,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,0,0,mcgeeja01
1270964,2015-16,0.4,57.0,7.4,58.8,633,19.5,8.0,5.1,31.9,57.0,JaVale McGee,8173654.666666667,393,158,19.6,3.48,6.44,0.541,0.0,0.01,0.2,1.35,2.31,0.584,2.02,3.45,5.47,0.35,0.4,1.76,2.34,1.09,8.32,7,Center,122,213,352,36,SAC,C,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,0,0,mcgeeja01
1403611,2016-17,0.4,57.0,7.4,58.8,633,19.5,8.0,5.1,31.9,57.0,JaVale McGee,4891525.0,393,158,19.6,3.48,6.44,0.541,0.0,0.01,0.2,1.35,2.31,0.584,2.02,3.45,5.47,0.35,0.4,1.76,2.34,1.09,8.32,7,Center,122,213,352,36,SAC,C,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,0,0,mcgeeja01
1471382,2017-18,0.4,57.0,7.4,58.8,633,19.5,8.0,5.1,31.9,57.0,JaVale McGee,1381985.6666666667,393,158,19.6,3.48,6.44,0.541,0.0,0.01,0.2,1.35,2.31,0.584,2.02,3.45,5.47,0.35,0.4,1.76,2.34,1.09,8.32,7,Center,122,213,352,36,SAC,C,46,0,339,79,132,0.598,1,7,0.143,78,125,0.624,0.602,26,45,0.578,42,84,126,17,14,20,34,46,185,0,0,mcgeeja01
4054160,2009-10,6.2,44.3,36.5,85.7,765,24.4,24.3,5.2,121.9,52.5,James Harden,4054160.0,484,271,32.7,5.96,13.51,0.441,2.0,5.46,0.367,6.31,7.38,0.855,0.71,3.68,4.39,4.6,1.44,0.44,2.48,2.83,20.24,6,Shooting Guard,100,196,66,34,LAC,PG,72,72,2470,352,822,0.428,186,488,0.381,166,334,0.497,0.541,302,344,0.878,34,335,369,614,77,57,185,127,1192,3,0,hardeja01
4304520,2010-11,6.2,44.3,36.5,85.7,765,24.4,24.3,5.2,121.9,52.5,James Harden,4179340.0,484,271,32.7,5.96,13.51,0.441,2.0,5.46,0.367,6.31,7.38,0.855,0.71,3.68,4.39,4.6,1.44,0.44,2.48,2.83,20.24,6,Shooting Guard,100,196,66,34,LAC,PG,72,72,2470,352,822,0.428,186,488,0.381,166,334,0.497,0.541,302,344,0.878,34,335,369,614,77,57,185,127,1192,3,0,hardeja01
4604760,2011-12,6.2,44.3,36.5,85.7,765,24.4,24.3,5.2,121.9,52.5,James Harden,4321146.666666667,484,271,32.7,5.96,13.51,0.441,2.0,5.46,0.367,6.31,7.38,0.855,0.71,3.68,4.39,4.6,1.44,0.44,2.48,2.83,20.24,6,Shooting Guard,100,196,66,34,LAC,PG,72,72,2470,352,822,0.428,186,488,0.381,166,334,0.497,0.541,302,344,0.878,34,335,369,614,77,57,185,127,1192,3,0,hardeja01
5820417,2012-13,6.2,44.3,36.5,85.7,765,24.4,24.3,5.2,121.9,52.5,James Harden,4909899.0,484,271,32.7,5.96,13.51,0.441,2.0,5.46,0.367,6.31,7.38,0.855,0.71,3.68,4.39,4.6,1.44,0.44,2.48,2.83,20.24,6,Shooting Guard,100,196,66,34,LAC,PG,72,72,2470,352,822,0.428,186,488,0.381,166,334,0.497,0.541,302,344,0.878,34,335,369,614,77,57,185,127,1192,3,0,hardeja01
13701250,2013-14,6.2,44.3,36.5,85.7,765,24.4,24.3,5.2,121.9,52.5,James Harden,8042142.333333333,484,271,32.7,5.96,13.51,0.441,2.0,5.46,0.367,6.31,7.38,0.855,0.71,3.68,4.39,4.6,1.44,0.44,2.48,2.83,20.24,6,Shooting Guard,100,196,66,34,LAC,PG,72,72,2470,352,822,0.428,186,488,0.381,166,334,0.497,0.541,302,344,0.878,34,335,369,614,77,57,185,127,1192,3,0,hardeja01
14728844,2014-15,6.2,44.3,36.5,85.7,765,24.4,24.3,5.2,121.9,52.5,James Harden,11416837.0,484,271,32.7,5.96,13.51,0.441,2.0,5.46,0.367,6.31,7.38,0.855,0.71,3.68,4.39,4.6,1.44,0.44,2.48,2.83,20.24,6,Shooting Guard,100,196,66,34,LAC,PG,72,72,2470,352,822,0.428,186,488,0.381,166,334,0.497,0.541,302,344,0.878,34,335,369,614,77,57,185,127,1192,3,0,hardeja01
15756438,2015-16,6.2,44.3,36.5,85.7,765,24.4,24.3,5.2,121.9,52.5,James Harden,14728844.0,484,271,32.7,5.96,13.51,0.441,2.0,5.46,0.367,6.31,7.38,0.855,0.71,3.68,4.39,4.6,1.44,0.44,2.48,2.83,20.24,6,Shooting Guard,100,196,66,34,LAC,PG,72,72,2470,352,822,0.428,186,488,0.381,166,334,0.497,0.541,302,344,0.878,34,335,369,614,77,57,185,127,1192,3,0,hardeja01
26540100,2016-17,6.2,44.3,36.5,85.7,765,24.4,24.3,5.2,121.9,52.5,James Harden,19008460.666666668,484,271,32.7,5.96,13.51,0.441,2.0,5.46,0.367,6.31,7.38,0.855,0.71,3.68,4.39,4.6,1.44,0.44,2.48,2.83,20.24,6,Shooting Guard,100,196,66,34,LAC,PG,72,72,2470,352,822,0.428,186,488,0.381,166,334,0.497,0.541,302,344,0.878,34,335,369,614,77,57,185,127,1192,3,0,hardeja01
28299399,2017-18,6.2,44.3,36.5,85.7,765,24.4,24.3,5.2,121.9,52.5,James Harden,23531979.0,484,271,32.7,5.96,13.51,0.441,2.0,5.46,0.367,6.31,7.38,0.855,0.71,3.68,4.39,4.6,1.44,0.44,2.48,2.83,20.24,6,Shooting Guard,100,196,66,34,LAC,PG,72,72,2470,352,822,0.428,186,488,0.381,166,334,0.497,0.541,302,344,0.878,34,335,369,614,77,57,185,127,1192,3,0,hardeja01
4171200,2007-08,4.1,49.3,38.1,88.3,849,25.2,27.0,7.1,141.7,54.2,Kevin Durant,4171200.0,593,593,37.9,9.16,19.0,0.482,1.71,4.49,0.38,7.24,8.22,0.881,0.8,6.14,6.94,3.55,1.23,0.99,1.87,3.22,27.28,8,Small Forward,109,206,7,35,PHO,PF,75,75,2791,751,1436,0.523,168,407,0.413,583,1029,0.567,0.581,362,423,0.856,41,454,495,378,69,91,244,133,2032,1,MVP-9ASNBA2,duranke01
4484040,2008-09,4.1,49.3,38.1,88.3,849,25.2,27.0,7.1,141.7,54.2,Kevin Durant,4327620.0,593,593,37.9,9.16,19.0,0.482,1.71,4.49,0.38,7.24,8.22,0.881,0.8,6.14,6.94,3.55,1.23,0.99,1.87,3.22,27.28,8,Small Forward,109,206,7,35,PHO,PF,75,75,2791,751,1436,0.523,168,407,0.413,583,1029,0.567,0.581,362,423,0.856,41,454,495,378,69,91,244,133,2032,1,MVP-9ASNBA2,duranke01
4796880,2009-10,4.1,49.3,38.1,88.3,849,25.2,27.0,7.1,141.7,54.2,Kevin Durant,4484040.0,593,593,37.9,9.16,19.0,0.482,1.71,4.49,0.38,7.24,8.22,0.881,0.8,6.14,6.94,3.55,1.23,0.99,1.87,3.22,27.28,8,Small Forward,109,206,7,35,PHO,PF,75,75,2791,751,1436,0.523,168,407,0.413,583,1029,0.567,0.581,362,423,0.856,41,454,495,378,69,91,244,133,2032,1,MVP-9ASNBA2,duranke01
6053663,2010-11,4.1,49.3,38.1,88.3,849,25.2,27.0,7.1,141.7,54.2,Kevin Durant,5111527.666666667,593,593,37.9,9.16,19.0,0.482,1.71,4.49,0.38,7.24,8.22,0.881,0.8,6.14,6.94,3.55,1.23,0.99,1.87,3.22,27.28,8,Small Forward,109,206,7,35,PHO,PF,75,75,2791,751,1436,0.523,168,407,0.413,583,1029,0.567,0.581,362,423,0.856,41,454,495,378,69,91,244,133,2032,1,MVP-9ASNBA2,duranke01
15506632,2011-12,4.1,49.3,38.1,88.3,849,25.2,27.0,7.1,141.7,54.2,Kevin Durant,8785725.0,593,593,37.9,9.16,19.0,0.482,1.71,4.49,0.38,7.24,8.22,0.881,0.8,6.14,6.94,3.55,1.23,0.99,1.87,3.22,27.28,8,Small Forward,109,206,7,35,PHO,PF,75,75,2791,751,1436,0.523,168,407,0.413,583,1029,0.567,0.581,362,423,0.856,41,454,495,378,69,91,244,133,2032,1,MVP-9ASNBA2,duranke01
16669630,2012-13,4.1,49.3,38.1,88.3,849,25.2,27.0,7.1,141.7,54.2,Kevin Durant,12743308.333333334,593,593,37.9,9.16,19.0,0.482,1.71,4.49,0.38,7.24,8.22,0.881,0.8,6.14,6.94,3.55,1.23,0.99,1.87,3.22,27.28,8,Small Forward,109,206,7,35,PHO,PF,75,75,2791,751,1436,0.523,168,407,0.413,583,1029,0.567,0.581,362,423,0.856,41,454,495,378,69,91,244,133,2032,1,MVP-9ASNBA2,duranke01
17832627,2013-14,4.1,49.3,38.1,88.3,849,25.2,27.0,7.1,141.7,54.2,Kevin Durant,16669629.666666666,593,593,37.9,9.16,19.0,0.482,1.71,4.49,0.38,7.24,8.22,0.881,0.8,6.14,6.94,3.55,1.23,0.99,1.87,3.22,27.28,8,Small Forward,109,206,7,35,PHO,PF,75,75,2791,751,1436,0.523,168,407,0.413,583,1029,0.567,0.581,362,423,0.856,41,454,495,378,69,91,244,133,2032,1,MVP-9ASNBA2,duranke01
